"Date","Event_Date","Action_Name","ID","Action_Type","Status","Corrected","Sale_Amount","Order_Discount","Commission","Website_ID","Website_Name","Ad_ID","Advertiser_ID","Advertiser_Name","SID","Order_ID","Click_Date","Action_ID","Ad_Owner_Advertiser_ID"
"14-Nov-2008 17:02 PST","14-Nov-2008 15:36 PST","Lead","838341304","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526500","656240","WorldWinner.com Online Games for Cash Prizes","13198224","29683971","14-Nov-2008 13:35 PST","3412","656240"
"14-Nov-2008 17:03 PST","14-Nov-2008 15:24 PST","Lead","838347364","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526500","656240","WorldWinner.com Online Games for Cash Prizes","13198224","29683971","14-Nov-2008 13:35 PST","3412","656240"
"14-Nov-2008 18:03 PST","14-Nov-2008 16:23 PST","Lead","838365834","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","","29685205","14-Nov-2008 16:00 PST","3412","656240"
"14-Nov-2008 19:03 PST","14-Nov-2008 17:23 PST","Lead","838378375","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","13224163","29686557","14-Nov-2008 17:21 PST","3412","656240"
"14-Nov-2008 20:03 PST","14-Nov-2008 18:22 PST","Lead","838400621","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526941","656240","WorldWinner.com Online Games for Cash Prizes","13228870","29687747","14-Nov-2008 17:49 PST","3412","656240"
"15-Nov-2008 07:00 PST","15-Nov-2008 05:06 PST","Lead","838486635","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","","29694297","15-Nov-2008 05:06 PST","3412","656240"
"15-Nov-2008 10:04 PST","15-Nov-2008 08:51 PST","Lead","838534396","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526500","656240","WorldWinner.com Online Games for Cash Prizes","13299867","29697508","15-Nov-2008 08:50 PST","3412","656240"
"15-Nov-2008 11:02 PST","15-Nov-2008 09:15 PST","Lead","838543553","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","13302251","29697941","15-Nov-2008 09:11 PST","3412","656240"
"15-Nov-2008 12:01 PST","15-Nov-2008 10:11 PST","Lead","838557389","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","13311652","29699068","15-Nov-2008 10:10 PST","3412","656240"
"15-Nov-2008 17:01 PST","15-Nov-2008 15:13 PST","Lead","838641845","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","13349989","29705113","15-Nov-2008 15:12 PST","3412","656240"
"15-Nov-2008 19:02 PST","15-Nov-2008 17:16 PST","Lead","838677428","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","13363818","29707894","15-Nov-2008 17:15 PST","3412","656240"
"16-Nov-2008 13:31 PST","16-Nov-2008 11:52 PST","Lead","838879849","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","13461261","29723079","16-Nov-2008 11:51 PST","3412","656240"
"16-Nov-2008 18:03 PST","16-Nov-2008 16:29 PST","Lead","838965574","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","","29729078","16-Nov-2008 16:28 PST","3412","656240"
"17-Nov-2008 01:02 PST","16-Nov-2008 23:54 PST","Lead","839072159","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","13539075","29736005","16-Nov-2008 23:52 PST","3412","656240"
"17-Nov-2008 12:03 PST","17-Nov-2008 10:34 PST","Lead","839189102","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","13599107","29741517","17-Nov-2008 10:30 PST","3412","656240"
"17-Nov-2008 19:03 PST","17-Nov-2008 17:41 PST","Lead","839370631","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","13651638","29750418","17-Nov-2008 17:40 PST","3412","656240"
"18-Nov-2008 10:33 PST","18-Nov-2008 08:33 PST","Lead","839628984","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","13711242","29759799","18-Nov-2008 08:30 PST","3412","656240"
"18-Nov-2008 15:06 PST","18-Nov-2008 13:26 PST","Lead","839800581","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","13759795","29764507","18-Nov-2008 13:23 PST","3412","656240"
"18-Nov-2008 18:07 PST","18-Nov-2008 16:25 PST","Lead","839927167","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","13790594","29767738","18-Nov-2008 16:21 PST","3412","656240"
"19-Nov-2008 08:03 PST","19-Nov-2008 06:41 PST","Lead","840175989","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","13892321","29777146","19-Nov-2008 06:40 PST","3412","656240"
"19-Nov-2008 09:04 PST","19-Nov-2008 07:32 PST","Lead","840191649","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526500","656240","WorldWinner.com Online Games for Cash Prizes","13897418","29777739","19-Nov-2008 07:29 PST","3412","656240"
"19-Nov-2008 11:33 PST","19-Nov-2008 09:35 PST","Lead","840240398","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","13916646","29779399","19-Nov-2008 09:33 PST","3412","656240"
"19-Nov-2008 17:01 PST","19-Nov-2008 15:04 PST","Lead","840381090","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","13971137","29785416","19-Nov-2008 14:59 PST","3412","656240"
"19-Nov-2008 21:00 PST","19-Nov-2008 19:04 PST","Lead","840474286","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526500","656240","WorldWinner.com Online Games for Cash Prizes","14014551","29791166","19-Nov-2008 19:02 PST","3412","656240"
"19-Nov-2008 23:00 PST","19-Nov-2008 21:22 PST","Lead","840518352","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526500","656240","WorldWinner.com Online Games for Cash Prizes","14038418","29793665","19-Nov-2008 21:21 PST","3412","656240"
"20-Nov-2008 02:01 PST","20-Nov-2008 00:08 PST","Lead","840552114","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","14057424","29795223","20-Nov-2008 00:07 PST","3412","656240"
"20-Nov-2008 05:02 PST","20-Nov-2008 03:56 PST","Lead","840568612","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","14074021","29796330","20-Nov-2008 03:49 PST","3412","656240"
"20-Nov-2008 11:03 PST","20-Nov-2008 09:34 PST","Lead","840664394","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","14115786","29800417","20-Nov-2008 09:31 PST","3412","656240"
"20-Nov-2008 16:06 PST","20-Nov-2008 14:52 PST","Lead","840771270","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526941","656240","WorldWinner.com Online Games for Cash Prizes","14172567","29806493","20-Nov-2008 14:50 PST","3412","656240"
"20-Nov-2008 22:03 PST","20-Nov-2008 20:30 PST","Lead","840870964","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","14210838","29814126","20-Nov-2008 20:29 PST","3412","656240"
"21-Nov-2008 02:00 PST","21-Nov-2008 00:02 PST","Lead","840899854","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526500","656240","WorldWinner.com Online Games for Cash Prizes","14227617","29816178","21-Nov-2008 00:02 PST","3412","656240"
"21-Nov-2008 15:01 PST","21-Nov-2008 13:08 PST","Lead","841069986","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526500","656240","WorldWinner.com Online Games for Cash Prizes","14304048","29824150","21-Nov-2008 13:03 PST","3412","656240"
"21-Nov-2008 17:32 PST","21-Nov-2008 15:27 PST","Lead","841105902","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526941","656240","WorldWinner.com Online Games for Cash Prizes","14324427","29826827","21-Nov-2008 15:26 PST","3412","656240"
"21-Nov-2008 19:03 PST","21-Nov-2008 17:55 PST","Lead","841141745","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526941","656240","WorldWinner.com Online Games for Cash Prizes","14343777","29830381","21-Nov-2008 17:52 PST","3412","656240"
"21-Nov-2008 20:04 PST","21-Nov-2008 18:32 PST","Lead","841158331","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","14349977","29831212","21-Nov-2008 18:31 PST","3412","656240"
"21-Nov-2008 21:03 PST","21-Nov-2008 19:15 PST","Lead","841174464","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526491","656240","WorldWinner.com Online Games for Cash Prizes","14339558","29832105","21-Nov-2008 17:25 PST","3412","656240"
"22-Nov-2008 02:00 PST","22-Nov-2008 00:13 PST","Lead","841216421","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","14392752","29835811","22-Nov-2008 00:12 PST","3412","656240"
"22-Nov-2008 08:01 PST","22-Nov-2008 06:01 PST","Lead","841254801","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526941","656240","WorldWinner.com Online Games for Cash Prizes","14416136","29837945","22-Nov-2008 05:58 PST","3412","656240"
"22-Nov-2008 11:01 PST","22-Nov-2008 09:10 PST","Lead","841296619","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526941","656240","WorldWinner.com Online Games for Cash Prizes","14444271","29841235","22-Nov-2008 09:08 PST","3412","656240"
"22-Nov-2008 12:00 PST","22-Nov-2008 10:04 PST","Lead","841312692","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526491","656240","WorldWinner.com Online Games for Cash Prizes","","29842406","22-Nov-2008 10:03 PST","3412","656240"
"22-Nov-2008 16:03 PST","22-Nov-2008 14:25 PST","Lead","841388568","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526500","656240","WorldWinner.com Online Games for Cash Prizes","14493240","29847959","22-Nov-2008 14:24 PST","3412","656240"
"22-Nov-2008 18:04 PST","22-Nov-2008 16:55 PST","Lead","841424431","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","14509106","29851394","22-Nov-2008 16:54 PST","3412","656240"
"22-Nov-2008 21:31 PST","22-Nov-2008 19:19 PST","Lead","841466570","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526941","656240","WorldWinner.com Online Games for Cash Prizes","14526427","29854903","22-Nov-2008 19:14 PST","3412","656240"
"23-Nov-2008 02:01 PST","23-Nov-2008 00:01 PST","Lead","841518240","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","14554476","29859183","22-Nov-2008 23:59 PST","3412","656240"
"23-Nov-2008 11:02 PST","23-Nov-2008 09:17 PST","Lead","841597399","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","14601369","29864298","23-Nov-2008 09:16 PST","3412","656240"
"23-Nov-2008 15:04 PST","23-Nov-2008 13:36 PST","Lead","841669506","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526941","656240","WorldWinner.com Online Games for Cash Prizes","14644016","29869409","23-Nov-2008 13:35 PST","3412","656240"
"23-Nov-2008 17:01 PST","23-Nov-2008 15:23 PST","Lead","841692895","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526941","656240","WorldWinner.com Online Games for Cash Prizes","14663417","29871746","23-Nov-2008 15:22 PST","3412","656240"
"23-Nov-2008 17:04 PST","23-Nov-2008 15:57 PST","Lead","841706350","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","14669098","29872533","23-Nov-2008 15:54 PST","3412","656240"
"23-Nov-2008 20:02 PST","23-Nov-2008 18:25 PST","Lead","841758830","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526941","656240","WorldWinner.com Online Games for Cash Prizes","14698271","29875894","23-Nov-2008 18:23 PST","3412","656240"
"24-Nov-2008 10:02 PST","24-Nov-2008 08:13 PST","Lead","841893734","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","14797297","29883896","24-Nov-2008 08:10 PST","3412","656240"
"24-Nov-2008 10:02 PST","24-Nov-2008 08:30 PST","Lead","841895256","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","14800498","29884143","24-Nov-2008 08:29 PST","3412","656240"
"24-Nov-2008 10:03 PST","24-Nov-2008 08:31 PST","Lead","841900523","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","14800706","29884164","24-Nov-2008 08:31 PST","3412","656240"
"24-Nov-2008 13:07 PST","24-Nov-2008 11:42 PST","Lead","841981595","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526500","656240","WorldWinner.com Online Games for Cash Prizes","14829591","29887415","24-Nov-2008 11:37 PST","3412","656240"
"24-Nov-2008 19:04 PST","24-Nov-2008 17:34 PST","Lead","842103505","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526483","656240","WorldWinner.com Online Games for Cash Prizes","14882805","29895429","24-Nov-2008 17:33 PST","3412","656240"
"24-Nov-2008 21:03 PST","24-Nov-2008 19:51 PST","Lead","842136553","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","14909636","29898516","24-Nov-2008 19:49 PST","3412","656240"
"24-Nov-2008 22:01 PST","24-Nov-2008 20:11 PST","Lead","842153146","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526491","656240","WorldWinner.com Online Games for Cash Prizes","","29898960","24-Nov-2008 20:09 PST","3412","656240"
"25-Nov-2008 12:06 PST","25-Nov-2008 10:27 PST","Lead","842341920","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10526941","656240","WorldWinner.com Online Games for Cash Prizes","14986229","29908330","25-Nov-2008 10:22 PST","3412","656240"
"25-Nov-2008 17:35 PST","25-Nov-2008 13:22 PST","Lead","842405144","sim_lead","new","No","0.00","0.00","1.50","2539644","BW Online Inc","10527212","656240","WorldWinner.com Online Games for Cash Prizes","15008226","29911875","25-Nov-2008 13:20 PST","3412","656240"
